MatchId,MatchName,LeagueName,SeasonName,StartDateTime,battingFirstName,battingFirstId,bowlingFirstName,bowlingFirstId,battingFirstScoreRuns,battingFirstScoreWickets,battingFirstScoreOvers,battingFirstScoreBalls,bowlingFirstScoreRuns,bowlingFirstScoreWickets,bowlingFirstScoreOvers,bowlingFirstScoreBalls,league_id,season_id
339754,Round 5,City Midweek Div 1,2022 Summer,2022-02-16T06:44:42Z,Warthogs CC,19443,Melbourne Arrack,12941,181,2,20,0,101,8,14,1,1981,118
339757,Round 6,City Midweek Div 1,2022 Summer,2022-02-21T06:40:59Z,Melbourne Arrack,12941,Brits Abroad,18363,147,3,20,0,138,5,20,0,1981,118
339758,Round 6,City Midweek Div 1,2022 Summer,2022-02-23T06:47:07Z,Melbourne Dolphins,19542,Warthogs CC,19443,169,5,20,0,165,5,20,0,1981,118
339756,Round 6,City Midweek Div 1,2022 Summer,2022-02-24T06:44:58Z,The Nutty Cuckoo Super Kings,18132,Major Paine,18659,107,8,18,3,109,3,13,1,1981,118
339761,Round 7,City Midweek Div 1,2022 Summer,2022-02-28T06:43:13Z,Melbourne Arrack,12941,Melbourne Dolphins,19542,143,3,20,0,144,3,10,3,1981,118
339760,Round 7,City Midweek Div 1,2022 Summer,2022-03-02T06:51:02Z,Brits Abroad,18363,The Nutty Cuckoo Super Kings,18132,183,5,20,0,77,8,14,3,1981,118
344008,5th vs 6th Play Off,City Midweek Div 1,2022 Summer,2022-03-07T06:34:49Z,Warthogs CC,19443,The Nutty Cuckoo Super Kings,18132,167,6,20,0,100,8,18,2,1981,118
339772,Semi Final 2,City Midweek Div 1,2022 Summer,2022-03-09T06:23:28Z,Brits Abroad,18363,Major Paine,18659,170,5,20,0,160,2,20,0,1981,118
339771,Semi Final 1,City Midweek Div 1,2022 Summer,2022-03-09T06:31:49Z,Melbourne Arrack,12941,Melbourne Dolphins,19542,150,2,20,0,152,3,18,0,1981,118
370556,NA,City Thursdays,2022 Spring,2022-10-20T06:36:17Z,The Hunts,9013,Major Paine,18659,191,3,20,0,125,4,20,0,1398,119
370555,NA,City Thursdays,2022 Spring,2022-10-20T06:45:05Z,Kangaroos Strikers,22382,The Nutty Cuckoo Super Kings,18132,174,2,20,0,175,6,20,0,1398,119
370560,,City Thursdays,2022 Spring,2022-11-03T06:42:16Z,Major Paine,18659,Darkside,18398,184,3,20,0,177,5,20,0,1398,119
370562,,City Thursdays,2022 Spring,2022-11-03T06:44:17Z,Warthogs CC,19443,The Nutty Cuckoo Super Kings,18132,205,2,20,0,62,8,12,0,1398,119
370561,,City Thursdays,2022 Spring,2022-11-03T06:45:18Z,The Hunts,9013,Kangaroos Strikers,22382,166,7,20,0,169,3,18,0,1398,119
