Bowlers,Overs,Runs,Wkts,Econ,id,innings,match_name,date,league,season,home_team,away_team,home_score,away_score,umpire,Player.Id,User.Id,team,season_id,league_id,FirstName,LastName,Maidens,RunsConceded,Wickets,BowlingDotBalls,NoBall,Wide,Catches,RunOuts,DoublePlay,Played,EmailAddressConfirmed,MatchName,LeagueName,SeasonName,StartDateTime,battingFirstName,battingFirstId,bowlingFirstName,bowlingFirstId,$id,$type,Over,Ball
Andrew Elborough,2,10,0,5,299908,1,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,225601,192473,Doghouse,112,1398,Andrew,Elborough,0,10,0,2,0,0,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,219876413,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
John Serrano,2,16,1,8,299908,1,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,212848,181876,Doghouse,112,1398,John,Serrano,0,16,1,1,0,3,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,679896571,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Anthony Scardamaglia,2,14,0,7,299908,1,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,211158,180480,Doghouse,112,1398,Anthony,Scardamaglia,0,14,0,0,0,1,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,643915715,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Justin Lott,3,33,0,11,299908,2,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,128798,108650,The Michael Bevans,112,1398,Justin,Lott,0,33,0,3,0,0,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,627283849,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Pat Youens,3,23,0,7.67,299908,2,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,131032,110567,The Michael Bevans,112,1398,Pat,Youens,0,23,0,1,0,1,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,924389950,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Kurt Aleckson,2,14,0,7,299908,2,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,318015,248601,The Michael Bevans,112,1398,Kurt,Aleckson,0,14,0,3,0,0,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,423635270,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Jack Davies,2,12,1,6,299908,2,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,308063,243967,The Michael Bevans,112,1398,Jack,Davies,0,12,1,1,0,2,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,879101436,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rory O'hehir,2,35,0,17.5,299908,2,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,2020-12-10T16:45:00Z,JJ Holland Midweek,2020,Doghouse,The Michael Bevans,120,119,Ashik Mostafa Alvi,168033,142810,The Michael Bevans,112,1398,Rory,O'hehir,0,35,0,0,0,2,0,0,0,0,NA,B GRADE SEMI 5 vs 6 - Winner Plays Ross Straw Semi Winner,JJ Holland Midweek,2020,2020-12-10T06:42:42Z,The Michael Bevans,11117,Doghouse,14922,432443971,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
John Richardson,4,35,2,8.75,299906,1,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,318132,248667,Major Paine,112,1398,John,Richardson,0,35,2,4,0,2,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,179512845,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
James Fyfe,4,35,0,8.75,299906,1,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,322750,250946,Major Paine,112,1398,James,Fyfe,0,35,0,5,0,5,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,143944058,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Ron Blair,4,35,0,8.75,299906,1,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,319380,249287,Major Paine,112,1398,Ron,Blair,0,35,0,3,0,1,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,148948706,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Mark Russell,4,41,1,10.25,299906,1,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,319381,249288,Major Paine,112,1398,Mark,Russell,0,41,1,6,0,2,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,761942834,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Andrew Palmer,3,30,2,10,299906,1,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,319462,249340,Major Paine,112,1398,Andrew,Palmer,0,30,2,3,0,1,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,519635089,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Brock Mills,1,12,0,12,299906,1,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,319304,249235,Major Paine,112,1398,Brock,Mills,0,12,0,1,0,2,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,60130740,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
The Taconator,4,24,2,6,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,255695,113801,Workers Club Lions,112,1398,The,Taconator,0,24,2,4,1,0,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,645497129,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Henry Franklin,4,44,0,11,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,317561,178387,Workers Club Lions,112,1398,Henry,Franklin,0,44,0,6,0,1,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,896302813,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
John Diano,3,16,0,5.33,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,342879,261405,Workers Club Lions,112,1398,John,Diano,0,16,0,4,2,0,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,304095961,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Bill Millar,3,11,0,3.67,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,307529,219482,Workers Club Lions,112,1398,Bill,Millar,1,11,0,7,0,0,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,188525477,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
James Ahern,2,34,1,17,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,255715,211967,Workers Club Lions,112,1398,James,Ahern,0,34,1,0,0,0,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,305617880,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Arthur Veness,2,11,1,5.5,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,317560,148605,Workers Club Lions,112,1398,Arthur,Veness,0,11,1,2,0,1,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,319033058,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Tom Smith,1,13,1,13,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,255702,211954,Workers Club Lions,112,1398,Tom,Smith,0,13,1,1,0,2,0,0,0,0,NA,Semi Final 1 vs 4,JJ Holland Midweek,2020,2020-12-07T06:39:27Z,Workers Club Lions,16726,Major Paine,18659,456215639,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
Brendan O�Sullivan,1,15,0,15,299906,2,Semi Final 1 vs 4,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,Major Paine,Workers Club Lions,173,190,Ashik Mostafa Alvi,NA,NA,NA,112,1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Drew,4,23,0,5.75,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,301051,239859,The Nutty Cuckoo Super Kings,112,1398,Michael,Drew,0,23,0,7,0,3,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,857604225,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Adam Peel,4,24,1,6,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,301057,239863,The Nutty Cuckoo Super Kings,112,1398,Adam,Peel,0,24,1,4,0,4,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,1030929951,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Daniel Dymond,3,37,1,12.33,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,301055,239861,The Nutty Cuckoo Super Kings,112,1398,Daniel,Dymond,0,37,1,3,1,2,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,559358414,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Ben Cull,3,30,2,10,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,305760,242570,The Nutty Cuckoo Super Kings,112,1398,Ben,Cull,0,30,2,5,3,2,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,763917524,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Morgan Tear,2,15,2,7.5,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,301047,198555,The Nutty Cuckoo Super Kings,112,1398,Morgan,Tear,0,15,2,2,0,2,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,937140546,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Devin Goheen,2,38,0,19,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,307675,243716,The Nutty Cuckoo Super Kings,112,1398,Devin,Goheen,0,38,0,1,0,2,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,105569197,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Rohan Bythell-Douglas,2,19,0,9.5,299907,1,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,301052,239860,The Nutty Cuckoo Super Kings,112,1398,Rohan,Bythell-Douglas,0,19,0,2,2,2,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,1016092433,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Tenzin Grieve,4,28,0,7,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,270585,83193,The Hunts,112,1398,Tenzin,Grieve,0,28,0,1,0,0,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,590772970,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Shaun Marshall,4,25,0,6.25,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,308836,244413,The Hunts,112,1398,Shaun,Marshall,0,25,0,3,0,0,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,731665771,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Nabin Neupane,4,39,1,9.75,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,324589,245620,The Hunts,112,1398,Nabin,Neupane,0,39,1,6,1,0,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,31245107,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Darren Eastwell,3,28,1,9.33,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,308837,244414,The Hunts,112,1398,Darren,Eastwell,0,28,1,2,0,1,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,532239190,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Atif Rizvi,2,7,0,3.5,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,217127,78000,The Hunts,112,1398,Atif,Rizvi,0,7,0,3,0,0,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,622463095,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Michael Totsis,2,12,0,6,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,101555,86627,The Hunts,112,1398,Michael,Totsis,0,12,0,2,0,0,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,574306136,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Johnny Temuskus,1,14,0,14,299907,2,Semi Final 2 vs 3,2020-12-07T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Hunts,157,188,Landon Blackhall,273794,223613,The Hunts,112,1398,Johnny,Temuskus,0,14,0,1,0,0,0,0,0,0,NA,Semi Final 2 vs 3,JJ Holland Midweek,2020,2020-12-07T06:41:26Z,The Hunts,9013,The Nutty Cuckoo Super Kings,18132,779522469,live_scoring_core.dtos.outdoor_cricket.Overs,1,0
John Serrano,4,18,2,4.5,299903,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,212848,181876,Doghouse,112,1398,John,Serrano,0,18,2,5,0,3,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,677441733,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Anthony Scardamaglia,4,22,1,5.5,299903,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,211158,180480,Doghouse,112,1398,Anthony,Scardamaglia,0,22,1,8,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,1063798134,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Franc Serrano,4,30,0,7.5,299903,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,211157,180479,Doghouse,112,1398,Franc,Serrano,0,30,0,4,1,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,906546472,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Matthew Boundy,4,27,1,6.75,299903,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,210957,180316,Doghouse,112,1398,Matthew,Boundy,0,27,1,6,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,1061463017,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Daniel Ciabotti,2,11,0,5.5,299903,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,308298,244072,Doghouse,112,1398,Daniel,Ciabotti,0,11,0,3,1,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,998097092,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Jason Morgan,2,17,0,8.5,299903,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,215852,184703,Doghouse,112,1398,Jason,Morgan,0,17,0,2,0,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,388904033,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Ron Blair,2,9,1,4.5,299903,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,319380,249287,Major Paine,112,1398,Ron,Blair,0,9,1,2,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,420225203,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
Mark Russell,2,10,2,5,299903,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,319381,249288,Major Paine,112,1398,Mark,Russell,0,10,2,2,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,587202382,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
James Fyfe,2,6,2,3,299903,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,322750,250946,Major Paine,112,1398,James,Fyfe,0,6,2,3,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,350903036,live_scoring_core.dtos.outdoor_cricket.Overs,2,0
John Richardson,1.4,14,3,10,299903,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,Doghouse,Major Paine,39,141,Ashik Mostafa Alvi,318132,248667,Major Paine,112,1398,John,Richardson,0,14,3,3,0,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:26:50Z,Major Paine,18659,Doghouse,14922,49984839,live_scoring_core.dtos.outdoor_cricket.Overs,1,4
Robert Gould-Williams,4,41,1,10.25,299905,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,131028,110563,The Michael Bevans,112,1398,Robert,Gould-Williams,0,41,1,4,1,1,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,440109546,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Rory O'hehir,4,60,0,15,299905,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,168033,142810,The Michael Bevans,112,1398,Rory,O'hehir,0,60,0,1,1,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,960433346,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Kurt Aleckson,4,40,0,10,299905,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,318015,248601,The Michael Bevans,112,1398,Kurt,Aleckson,0,40,0,2,2,3,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,135387087,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Justin Lott,4,18,1,4.5,299905,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,128798,108650,The Michael Bevans,112,1398,Justin,Lott,0,18,1,5,0,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,306589370,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Pat Youens,4,25,1,6.25,299905,1,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,131032,110567,The Michael Bevans,112,1398,Pat,Youens,0,25,1,6,0,0,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,777080906,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Adam Peel,4,33,0,8.25,299905,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,301057,239863,The Nutty Cuckoo Super Kings,112,1398,Adam,Peel,0,33,0,7,0,4,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,100249190,live_scoring_core.dtos.outdoor_cricket.Overs,4,0
Morgan Tear,3,33,0,11,299905,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,301047,198555,The Nutty Cuckoo Super Kings,112,1398,Morgan,Tear,0,33,0,3,1,2,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,78001340,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
Rohan Bythell-Douglas,3,27,2,9,299905,2,Round 5,2020-12-03T16:45:00Z,JJ Holland Midweek,2020,The Nutty Cuckoo Super Kings,The Michael Bevans,185,184,Landon Blackhall,301052,239860,The Nutty Cuckoo Super Kings,112,1398,Rohan,Bythell-Douglas,0,27,2,1,0,4,0,0,0,0,NA,Round 5,JJ Holland Midweek,2020,2020-12-03T06:53:46Z,The Nutty Cuckoo Super Kings,18132,The Michael Bevans,11117,829992528,live_scoring_core.dtos.outdoor_cricket.Overs,3,0
