MatchId,SeasonName,StartDateTime,Oppo,OversFaced,WicketsLost,RunsScored,OversBowled,WicketsTaken,RunsConceded
299891,2020,2020-11-02T06:35:10Z,The Hunts,20.0,2,166,20.0,6,163
299895,2020,2020-11-09T06:30:55Z,Major Paine,20.0,5,171,18.3,3,173
299899,2020,2020-11-19T06:27:57Z,Workers Club Lions,20.0,4,164,17.1,8,111
299900,2020,2020-11-23T06:21:33Z,Doghouse,20.0,4,161,18.0,1,163
299905,2020,2020-12-03T06:53:46Z,The Michael Bevans,20.0,4,185,20.0,6,184
299907,2020,2020-12-07T06:41:26Z,The Hunts,20.0,3,157,20.0,7,188
301479,2020,2020-12-17T06:37:22Z,Major Paine,20.0,4,188,20.0,3,136
